SYMBOL A253_SALIVARY_GLAND
LOC650368 -0.2105
SLAMF1 0.0848
SLC1A1 0.4056
REEP1 0.0879
GPBP1 0.129
ACD -0.0896
RAPH1 0.0894
SLC1A2 1.5191
CDK15 0.0894
TMEM237 0.0894
LOC650623 -0.402
NBEAL1 0.0894
ABCA17P 0.3364
GAS6-AS1 0.0745
SLC1A3 1.0112
CFLAR-AS1 0.0894
RTN4R 0.6298
MIPEPP3 -2.057
SLC4A3 0.0894
MRPL44 0.1074
VPS33A -0.2976
NOL6 0.4294
TMEM135 -0.405
SLC1A4 0.0879
JMJD4 -0.2478
KRI1 0.0441
BMP3 -0.3711
SLC1A5 0.0658
MARCKSL1 -0.4153
UPF3B 0.0479
SLC1A6 0.0441
UPF3A 0.0745
RSRC2 -0.2976
SLC1A7 0.112
PRAMEF1 -0.4209
PRAMEF2 -2.4269
INTS3 0.0848
SOWAHC 0.1011
WNK1 -0.3827
SLC2A1 0.112
SLC2A2 0.6673
FLJ38576 -0.3848
SLC2A3 -0.4107
SLC2A4 0.3252
ANKRD33B 0.9142
SLC2A5 -0.4209
SLC3A1 0.085
BMP4 0.803
SLC3A2 0.0739
SLC4A1 0.0818
PCDH15 -0.3489
SLC4A2 -0.4164
NADK -0.3401
LOC652276 0.3364
SLC5A1 0.1658
SLC5A2 0.3182
ZNF643 0.112
SPATS2 0.1271
ZSWIM4 0.0441
SMTN 0.1658
C5orf42 1.0112
ZNF649 -0.0538
MPPE1 0.2739
SLC5A3 0.0929
SELRC1 0.112
PYCRL 0.5355
UBE2Z 0.0818
C8orf33 0.5355
WNK4 0.0818
WNK3 -0.7532
WNK2 0.4347
SLC5A4 0.1658
SLC5A5 0.0441
SLC6A1 -0.1088
SNORA48 0.3252
SNORD10 0.3252
GATSL3 0.1658
LRRC37A5P 0.4347
UCA1 0.0441
BMP5 0.4707
SLC6A2 -0.1034
LOC653061 -0.255
LOC653075 -0.2709
SLC6A3 0.9142
FAM86FP -0.4107
FAM74A2 0.2955
ZBTB8A -0.4153
FAM228A 0.0753
NBPF6 0.12
LOC653160 0.0605
RPSAP9 0.4454
OR1D4 0.3247
GUSBP3 0.1163
ABCC6P1 0.3433
TRIM43B 0.0602
SLC6A4 0.1526
GTF2H2B 0.1163
KRTAP4-11 0.0926
PRB2 -0.3905
AGAP7 -0.3489
CT47A7 0.0479
SLC6A6 -0.1088
ASAH2B -0.3489
FAM153C 0.3392
KIAA0895L -0.0896
FAM86B2 -0.3177
NCF1 0.0303
RRN3P2 0.3182
GSTTP2 2.7305
SLC6A7 0.1066
FOXD4L6 0.4454
SPAG11A -0.7159
FOXD4L5 0.4454
AQP12B 0.0849
MRPL45P2 0.0818
MLLT4-AS1 0.1179
LOC653486 0.3247
RGPD3 0.1011
PSG10P 0.0496
LGALS7B 0.0496
SLC6A8 0.0555
SFTPA1 -0.402
LOC653513 0.1056
GPR89A 0.1056
DUX4L7 -0.3832
TMEM236 -0.421
PHLDB3 0.0496
SLC6A9 0.112
HIST2H3D 0.0932
PRAMEF15 -0.3822
GOLGA6C -0.2463
GOLGA6D -0.2463
TBC1D3P1-DHX40P1 0.0803
LOC653653 0.0803
MBD3L4 0.0441
MBD3L3 0.0441
SEC1P 0.0658
FAM226B 0.4588
GSTT2B -0.0034
LOC653712 -0.3965
MZT2A 0.0822
LOC653786 0.3182
SLC6A11 -0.1088
ZG16 0.3182
FAM72B 0.1056
ACTR3C -0.4107
SLC6A12 -0.3827
BMP6 -0.4
SLC6A13 -0.3827
SLC7A1 0.0909
SLC7A2 1.4321
OCM 0.6456
ZNF732 -0.3948
SLC8A2 0.0658
SNORA5A 0.6395
SNORA8 -0.405
SNORA75 0.0849
SNORA13 0.103
TBC1D3G 0.0926
LOC654342 0.0602
LGALS9C -2.1361
PRAMEF16 -0.3822
NME1-NME2 0.0818
FAM138B 0.0822
LRTM2 -0.3827
LOC654433 0.0822
LINC00338 0.1086
FER1L6 0.5355
KGFLP2 0.3865
BOLA2B 0.3182
SLC7A4 0.6298
IQCJ 0.6914
SLC8A1 0.0987
SLC8A3 0.9696
PCP4L1 0.0848
SLC9A1 -0.4153
NCF1B 0.0303
NCF1C 0.0303
SLC9A2 0.1011
BMP7 0.4138
SLC9A3 0.9415
SLC9A5 -0.0896
SLC10A1 0.9696
SLC10A2 0.0745
SLC11A1 0.0894
SLC12A1 -0.2471
SLC12A2 0.1066
SLC12A3 -0.1008
BMP8B 0.0605
SLC12A4 -0.0896
SLC13A1 -0.3598
SLC14A1 -1.0198
SLC15A1 0.0745
SLC15A2 -0.3965
SLC16A1 0.1056
SLC16A2 0.4588
SLC17A1 -0.4141
SLC34A1 0.3392
BMPR1A -0.402
SLC18A1 0.4381
SLC18A2 0.0934
SLC18A3 -0.446
SLC19A1 -0.3747
SLC20A1 0.0822
SLC20A2 -0.411
SLC25A1 0.6577
SLCO2A1 -0.3965
SLCO1A2 -0.3905
BMPR1B -0.3711
SLC22A1 0.1179
SLC22A3 0.1179
SLC22A2 0.1179
SLC22A4 0.1066
SLC22A5 0.1066
SLIT1 0.0934
SLIT3 0.3392
SLN -0.4273
BMPR2 0.0894
SLPI 0.3842
SNAI2 0.2758
SMARCA1 0.0271
SMARCA2 0.4056
HLTF 0.6914
SMARCA4 0.0441
STK33 -0.1712
PLEKHA3 0.178
PHACTR4 -0.4153
SMARCB1 0.6452
BRD9 0.8441
CAPRIN2 -1.2215
ZSCAN18 0.05
GRAMD3 0.1066
AACS -0.2976
ZBTB10 -0.2702
KCTD14 -0.405
ZNF747 0.3182
DLK2 -0.3909
SMARCC1 -0.4081
FAM173A 0.3364
FUNDC2 0.0555
DDRGK1 0.4424
MRPS34 0.3364
MGC2752 0.05
RASL11B -0.3885
C11orf95 0.5219
LRRC61 -0.4107
BMX 0.0673
TMEM108 -0.3965
CYP4F12 0.0441
LYNX1 0.5355
CHID1 -0.1455
TRAK2 0.0894
SMARCC2 0.1271
SMARCD1 0.1271
SMARCD2 0.0803
SLC2A11 0.6452
MTMR9 0.4057
BOLL 0.0894
SMARCD3 -0.4164
SMARCE1 0.0926
SMN1 0.1163
SMN2 0.1163
SMO -0.3989
SMPD1 -0.1712
POLR3D 0.4381
SMPD2 0.1179
SMS 0.0673
SUMO3 -0.3747
SUMO2 0.1086
SIGLEC1 0.4424
SNAI1 0.3842
SNAP25 0.4424
SNAPC1 0.803
SNAPC2 0.0441
SNAPC3 -0.4157
BNIP1 0.3392
SNCB 0.3392
SNAPC4 0.4791
SNCA -0.3711
SNCG -0.402
FSCN1 0.6456
SNRNP70 0.0658
SNRPA 0.0496
SNRPA1 -0.2423
SNRPB 0.4424
SNRPB2 0.4155
BNIP2 -0.2525
SNRPC -0.3834
SNRPD1 0.2807
SNRPD2 0.0658
SNRPD3 0.544
SNRPE -0.2478
SNRPF -0.3863
SNRPG 0.0879
SNRPN -0.2709
BNIP3 0.0934
SNTA1 0.3842
SNTB1 0.5355
SNX1 -0.2525
SNX2 0.1066
SNTB2 -0.0896
SOAT1 -0.2546
MIR539 8e-04
MIR545 0.4588
MIR376A2 8e-04
MIR487B 8e-04
MIR542 0.0271
HSP90AB4P -0.2525
SOD1 0.0929
ZNF826P 0.0441
HNRNPA1P10 0.0122
SOD2 0.1179
SOD3 -0.3783
BNIP3L -0.386
SOLH 0.3364
SON 0.0929
SORD -0.2471
SORL1 -0.4273
SOS1 0.0987
SOS2 0.2392
SOX1 0.0745
SOX2 0.6673
SOX3 5e-04
SOX4 -0.4
BOK 0.0849
SOX5 -0.3905
SOX9 0.1086
SOX10 0.1658
SOX11 0.0753
SOX15 0.3252
SOX12 0.4496
SP1 0.1271
SP2 0.0818
DST 0.4707
SP3 0.178
SP4 0.6456
SP100 0.0849
SPAG1 0.4948
UAP1 -0.2624
SPAG4 0.3842
SPAM1 -0.3598
SPARC 0.2747
FOXL2 -0.3802
SPAST 0.0753
SPG7 -0.0714
SPI1 -0.0084
SPIB 0.0658
BPGM -0.3989
SPINK1 0.1066
SPINK2 -0.3885
SPINT1 -0.2471
SPN 0.3182
SPP2 0.0849
SPOCK1 0.1066
SPP1 -0.3711
SPR 0.0879
SPRR1A 0.0848
SPRR1B 0.0848
BPHL -0.4041
SPRR2A 0.0848
SPRR2B 0.0848
SPRR2C 0.0848
SPRR2D 0.0848
SPRR2E 0.0848
SPRR2F 0.0848
SPRR2G 0.0848
SPRR3 0.0848
SPTA1 0.0848
SPTAN1 0.4607
BPI 0.3842
SPTB 0.803
SPTBN1 0.0781
SPTBN2 0.5219
SQLE 0.5355
SRC 0.3842
SRD5A1 0.9142
SRD5A2 0.0753
SRI 0.5733
AKR1D1 -0.3989
SRD5A1P1 0.0271
BRCA1 0.0818
SREBF1 0.3673
SREBF2 0.1642
SRF -0.3909
SRM -0.4209
SRMS 0.4138
SRP9 -0.2478
SRP14 -0.2471
SRP19 0.103
SRP54 -0.0549
BRAF -0.3989
SRP68 0.1086
SRP72 -0.3885
SRPK1 -0.3909
SRPK2 0.5733
SRPR -0.4273
SRY -2.6641
TRIM21 -0.2105
TROVE2 -0.2546
SSB 0.178
SSBP1 -0.3989
SSFA2 0.178
SSR1 -0.4
SSR2 0.0848
SSR3 0.6914
SSR4 0.0555
SSRP1 0.1203
BRCA2 0.0909
SST 0.6945
SSTR1 -0.0549
SSTR2 0.1086
SSTR3 0.1658
SSTR4 0.4155
SSTR5 0.3364
SSX1 -0.772
SSX5 -0.772
BRDT 0.1435
SS18 0.0525
ST5 -0.1712
ST13 0.1642
ST14 -0.4273
STAC -0.378
ZFP36L1 0.803
STAR -0.411
STAT1 0.1544
STAT2 0.1271
STAT3 0.0818
STAT4 0.1544
STAT5A 0.0818
SCARNA3 -0.2546
SCARNA20 0.0803
STAT5B 0.0818
SCARNA21 0.3252
SCARNA18 0.103
SCARNA2 0.12
SCARNA7 0.6914
SCARNA13 8e-04
SCARNA17 -1.0198
SCARNA22 -0.3948
SCARNA4 0.0848
SCARNA6 0.0849
SCARNA23 0.0673
SCARNA1 -0.4153
SCARNA5 0.0849
SCARNA8 -0.4251
SCARNA12 -0.4107
SCARNA15 -0.2501
LINC00488 -0.3803
SCARNA11 -0.4107
SCARNA16 0.1086
SNORA1 -0.405
SNORA2A 0.1271
SNORA2B 0.1271
SNORA5B 0.6395
SNORA5C 0.6395
SNORA7B -0.3965
SNORA9 0.6395
SNORA11 -0.7532
STAT6 0.1271
SNORA12 0.0934
SNORA14A 0.0303
SNORA14B -0.3169
SNORA15 0.6378
SNORA17 0.4791
SNORA18 -0.405
SNORA20 0.1179
SNORA22 0.0128
SNORA23 -0.1712
SNORA24 -0.3832
SNORA26 -0.3885
SNORA28 8e-04
SNORA29 0.1179
SNORA30 0.3182
SNORA31 0.0909
SNORA34 0.1271
SNORA35 0.0287
SNORA36A 0.0555
SNORA36B -0.2478
SNORA37 -1.0198
SNORA38 -0.3434
SNORA39 0.3842
SNORA40 -0.405
SNORA42 0.0848
SNORA43 0.4791
SNORA44 -0.4153
SNORA45 -0.1712
SNORA46 -0.1008
SNORA47 0.103
SNORA49 -0.2127
SNORA50 -0.1008
SNORA51 0.4424
SNORA53 -0.3863
SNORA54 0.3321
SNORA55 0.0605
SNORA56 0.0555
SNORA58 -0.3965
SNORA60 0.3842
SNORA61 -0.4153
SNORA71C 0.3842
SNORA71D 0.3842
SNORA74B 0.3392
SNORA76 0.0803
SNORA77 -0.2478
SNORA78 0.3364
SNORA79 0.9372
SNORA80 0.0929
SNORA81 0.6945
SNORD1A 0.1086
SNORD1B 0.1086
SNORD1C 0.1086
STATH -0.3711
ZFP36L2 0.085
STAU1 0.3842
STC1 0.4381
HSPA13 0.0805
SULT1E1 -0.3711
ELOVL4 0.1179
STIM1 -0.2105
CD27-AS1 -0.4107
NEK4 -0.4081
STK3 -0.2702
STK4 0.3842
AURKA 0.4138
AURKAPS1 -0.2478
CDKL5 0.0673
STK10 0.3392
STK11 0.5126
AURKC 0.05
SULT1A2 0.3182
BRS3 0.0271
STRN 0.0987
STX1A 0.0303
STX3 0.0739
STX4 0.3182
STX5 0.0739
STXBP1 0.4607
STXBP2 0.0441
STXBP3 0.12
STYX 0.2392
SULT1A1 0.3182
SULT1A3 0.3182
SULT1C2 0.1011
BSG 0.5126
SULT2B1 0.0658
SUOX 0.1271
SULT2A1 0.0658
SUPT4H1 0.0818
SUPT5H 0.0496
BST1 -0.3783
SUPT6H 0.1526
SUPV3L1 -0.402
ABCC8 -0.1712
SURF1 0.4607
SURF2 0.4607
SURF4 0.4607
MED22 0.4607
SURF6 0.4607
SUV39H1 -0.772
BST2 0.0441
SVIL -0.4126
VAMP1 -0.4107
VAMP2 0.3252
XCL2 -0.2624
SYCP1 0.1056
SNORA25 -0.405
BTC -0.3711
SYK 0.4347
SYN1 -0.7777
SYN2 -0.1088
SYP -0.772
SYPL1 0.5733
SYT1 -0.3354
BTD -0.1088
SYT4 -1.0198
SYT5 0.05
T 0.1179
TAC1 0.5733
TACR2 -0.402
TAC3 0.1271
TACC1 -0.411
ADAM17 0.0753
TACR1 0.0879
KLF9 0.4454
TACR3 -0.3711
TADA2A 0.0926
TAF1 0.4588
TAF2 0.5355
TAF4 0.4138
TAF4B 0.0525
TAGLN -0.4273
TAF5 0.0934
TAF6 0.5733
TAF7 0.1066
KLF5 0.0745
TAF9 0.1163
TAF10 -0.1712
TAF11 -0.3834
TAF12 -0.4153
TAF13 0.12
MAP3K7 0.1179
TAL1 0.112
TAL2 0.4347
TALDO1 -0.1455
BTF3 0.103
TAP1 -0.3906
TAP2 -0.3906
TAPBP -0.3914
TARBP1 -0.3169
TARBP2 0.1271
TARS 1.0112
TAT -0.0896
TBX1 1.0897
BTF3P11 0.0745
CNTN2 -0.2478
TAZ 0.0555
TBCA 0.103
TBCC -0.3909
TBCD 0.1086
TBCE -0.3169
SERPINA7 0.0416
TBL1X 0.0673
TBP 0.1179
TBX2 0.0803
TBX5 -0.2976
TBX6 0.3182
TBX15 0.1056
TBXA2R 0.0441
TBXAS1 -0.3989
TCEA1 0.2758
TCEA2 0.4645
TCEA3 -0.3993
SNORD9 -0.0549
SNORD12 0.3842
SNORD11 0.0894
SNORA32 -0.405
SNORD5 -0.405
SNORA16A -0.4153
SNORD6 -0.405
SNORD7 0.1526
SNORD45C 0.0967
SNORD17 0.4155
SNORD49B 0.3252
SNORD50B 0.1179
SNORD19 -0.4081
SNORD59B 0.1271
SNORD23 0.0658
SNORD32B -0.3987
SNORD62B 0.4607
MSMP 0.4294
FAM86DP -0.3999
TCEB1 -0.2702
SNORD65 0.3252
SNORD66 0.6673
SNORD67 -0.0084
SNORD69 -0.4081
SNORD70 0.0894
SNORD71 -0.0896
SCARNA10 -0.4107
SCARNA14 -0.2463
SNORA16B -0.2478
SNORA57 0.0739
SNORD75 -0.2546
SNORD76 -0.2546
SNORD77 -0.2546
SNORD78 -0.2546
SNORD84 -0.3434
SNORD85 -0.4153
SNORD86 0.4424
SNORD88A 0.0658
SNORD88B 0.0658
SNORD88C 0.0658
SNORD89 0.1011
SNORD90 0.4607
SNORD91A 0.3247
SNORD91B 0.3247
SNORD92 0.0753
SNORD93 0.6456
SNORD98 -0.402
SNORD99 -0.4153
SNORD110 0.4424
SNORD111 -0.0896
SNORD97 -0.1712
FBXO22-AS1 -0.2463
SNORD94 0.0879
SNORD96B 0.0886
SNORD104 0.0803
SNORD105 0.0441
SNORD117 -0.3434
SNORD103A -0.4153
SNORD103B -0.4153
TCEB2 0.3364
PPAN-P2RY11 0.0441
TCEB3 -0.3993
TCF4 -1.0198
TBX3 -0.2976
HNF1A -0.2976
HNF1B 0.0926
TCF3 0.5126
MIR33B 0.3673
MIR411 8e-04
MIR421 0.4588
MIR449B 0.129
MIR532 -0.772
MIR548A1 -0.4
MIR548A2 0.1213
MIR548A3 0.4948
MIR548B 0.1179
MIR548C 0.1271
MIR548D1 -0.2702
MIR548D2 0.1526
MIR549 -0.2463
MIR550A1 0.5951
MIR550A2 0.5951
MIR551A -0.3401
MIR551B 0.72
MIR553 0.1248
MIR554 0.0932
MIR555 0.0848
MIR556 -0.2624
MIR557 -0.2624
MIR558 0.0753
MIR559 0.085
MIR561 0.1544
MIR563 -0.1088
MIR564 -0.378
MIR567 -0.3803
MIR568 -0.3803
MIR569 0.6673
MIR570 0.6866
MIR572 -0.3783
MIR573 -0.3783
MIR574 -0.3885
MIR575 -0.3711
MIR577 -0.3832
MIR578 -0.3831
MIR580 1.0112
MIR581 0.129
MIR583 0.103
MIR585 0.3392
MIR586 -0.3909
MIR589 0.6456
MIR590 0.0303
MIR591 0.5733
MIR592 -0.3989
MIR593 -0.3989
MIR595 -0.3844
MIR596 -5.3052
MIR597 0.4071
MIR598 0.4071
MIR599 -0.2702
MIR600 0.4607
MIR601 0.4607
MIR602 0.4791
MIR603 -0.4126
MIR604 -0.4126
MIR605 -0.3489
MIR608 0.0934
MIR609 0.0934
MIR610 -0.1067
MIR611 0.0739
MIR612 0.5219
MIR613 -0.3905
MIR614 -0.3905
TCF7 0.1066
MIR615 0.1271
MIR617 -0.3354
MIR618 -0.3354
MIR620 -0.2976
MIR621 0.0909
MIR622 0.0745
MIR623 0.0745
MIR624 -0.0549
MIR626 -0.2471
MIR627 -0.2471
MIR628 -0.2525
MIR629 -0.2463
MIR630 -0.2463
MIR631 -0.2463
MIR632 0.1526
MIR634 0.0803
MIR635 0.0803
MIR636 0.1086
MIR637 0.0441
MIR638 0.0441
MIR639 0.0441
MIR641 0.0496
MIR642A 0.0658
MIR643 -0.0449
MIR644A 0.3842
MIR645 0.3842
MIR647 0.4645
MIR648 0.579
MIR92B 0.0848
TCF7L2 0.0934
ZEB1 -0.4126
GCFC2 0.0879
TCF12 -0.2525
TCF15 0.4496
BTG1 -0.3863
ZNF354A 0.3392
TCF19 0.3791
TCF20 0.1642
TCF21 0.1179
VPS72 0.0932
MLX 0.0818
TCN1 0.0739
TCN2 0.1658
TCOF1 0.1066
BTK 0.0416
TCP1 0.1179
TCP10 0.1179
TCP11 -0.3834
BTN1A1 -0.4346
TECTB 0.0934
TCTA -0.4081
BUB1 0.0822
DYNLT3 -0.8031
TCTE3 0.1179
PPP1R11 -0.4447
DYNLT1 0.1179
TDG -0.3932
TDGF1 -0.378
TDGF1P3 0.0287
TDO2 -0.4196
ACTC1 -0.1842
PRDX2 0.0441
TEAD1 -0.1712
TEAD4 -0.4107
TEAD3 -0.3834
TEC -0.3885
TECTA -0.4273
TEF 0.1642
TMBIM6 0.1271
BUB1B -0.2471
TEK 0.4294
TEP1 -0.0549
TERC 0.6673
TERF1 -0.2702
TERF2 -0.0896
TERT 0.9142
TESK1 0.4294
TF -0.3965
TFAM -0.3379
TFAP2A -0.4
TFAP2B -0.3909
TFAP2C 0.4138
TFAP4 0.3364
TFCP2 0.1271
NR2F1 0.103
NR2F2 -0.2423
TFDP1 0.0745
TFDP2 0.6914
TFE3 -0.772
TFF1 -0.4108
TFF2 -0.4108
TFF3 -0.4108
TFPI 0.1544
TFR2 0.5733
TFRC 0.6866
TG 0.5355
TGFA 0.0879
TGFB1 0.0496
TGFB1I1 0.3182
TGFB2 -0.2478
TGFB3 0.9372
LEFTY2 -0.2478
TGFBI 0.1066
TGFBR1 0.4347
TGM4 -0.378
TGFBR2 -0.378
TGFBR3 0.1435
BYSL -0.3909
TGIF1 0.2739
TGM1 -0.0549
TGM2 0.3842
TGM3 0.4424
TH -0.1455
THBD 0.4155
THBS1 -0.2471
THBS2 0.1179
THBS3 0.0848
TSPO 0.1642
THBS4 0.103
TCHH 0.0932
THOP1 0.0441
THPO 0.6673
THRA 0.0926
THRB -0.378
THRSP -0.405
THY1 -0.4273
KLF10 0.4948
TIA1 0.0879
TIAL1 0.0934
TIAM1 0.0929
TIE1 0.112
TIMP1 -0.7777
TIMP2 0.1086
TIMP3 0.1658
TIMP4 -0.1088
C1QBP 0.3247
NKX2-1 -0.0549
TJP1 -0.2709
TK1 0.1086
TK2 -0.0896
TKT -0.4407
ICAM5 0.0441
TLE1 0.4347
TLE2 0.0441
TLE3 -0.2463
TLE4 0.4347
TLL1 -0.3831
TLL2 0.0934
TLN1 0.4294
SEC62 0.6673
TLR1 -0.3885
TLR2 -0.4121
TLR3 -0.3848
TLR4 0.4607
ACTG1 0.1086
SERPING1 0.0739
TLR5 -0.2478
NR2E1 0.1179
TSPAN7 -0.8031
TSPAN8 0.1271
TM4SF4 0.6914
TSPAN6 0.0416
TSPAN4 -0.1455
GPR137B -0.3169
TM7SF2 0.5219
TRAPPC10 -0.3747
ERC2-IT1 -0.4077
TMF1 -0.3999
TMOD1 0.4347
TMPO -0.3863
TMPRSS2 -0.4108
TMSB4X 0.0673
C1QA -0.3993
CLDN5 0.6577
CLEC3B -0.378
TNF -0.3434
TNNC2 0.3842
TNFAIP1 0.1526
TNFAIP2 8e-04
TNFAIP3 0.1179
C1QB -0.3993
TNFAIP6 0.178
TNFRSF1A -0.4107
TNFRSF1B -0.4209
TNNC1 -0.4081
TNNI1 -0.2478
TNNI2 -0.1455
TNNI3 0.05
TNNT1 0.05
TNNT2 -0.2478
C1QC -0.3993
TNNT3 -0.1455
TNP1 0.0894
TNP2 0.3364
TNR -0.2546
TNS1 0.0894
TNXA -0.3434
TNXB -0.3434
C1R -0.4107
TOP1 0.3842
TOP1P1 -0.2546
TOP1P2 0.5233
TOP2A 0.0926
TOP2B -0.378
TOP3A 0.3673
TP53 0.3252
TP53BP1 -0.2471
TP53BP2 -0.2478
C1S -0.4107
TP73 -0.3401
TPBG 0.1179
TPD52 -0.2702
TPD52L1 0.1179
TPD52L2 0.4645
TPH1 -0.1712
TPI1 -0.4107
TPM1 -0.2525
TPM2 0.4294
C2 -0.3434
TPM3 0.0848
TPM4 0.0441
TPMT -0.4
TPO 0.0711
TPP2 0.0745
TPR -0.2546
TPSAB1 0.3364
TPT1 0.0909
TPTE 0.6605
C3 0.0441
CRISP2 -0.3909
NR2C1 -0.3863
NR2C2 -0.1088
HSP90B1 -0.3932
TRAF1 0.4607
TRAF2 0.4791
TRAF3 8e-04
TRAF5 -0.2478
TRAF6 1.5191
C3AR1 -0.4107
ACTG2 0.0879
C4A -0.3434
TRH -0.3965
TRHR 0.5245
CCT3 0.0848
TRIO 1.0217
TRIP6 0.5733
C4B -0.3434
TRO -0.7532
C4BPA -0.2478
TRPC1 0.6914
TRPC2 -0.2105
TRPC3 -0.3832
TRPC4 0.0909
TRPC5 0.0287
TRPC6 -0.405
TRPM2 -0.3747
TRPS1 0.5355
MIR650 0.6452
MIR651 0.0673
LHFPL3-AS2 0.5733
INS-IGF2 -0.1455
ANP32AP1 -0.1842
MIR653 0.5733
MIR654 8e-04
MIR655 8e-04
MIR656 8e-04
MIR657 0.1086
MIR658 0.1658
MIR659 0.1658
MIR660 -0.772
MIR661 0.5355
MIR662 0.3364
MIR663A 0.4155
CXorf31 -0.7777
SNHG4 0.1066
TSN 0.0822
TSC1 0.4607
TSC2 0.3364
C4BPB -0.2478
TSG101 -0.1712
TSHB 0.1056
TSHR 0.9372
TSNAX -0.2478
TSPY1 -3.1075
TSPYL1 0.1179
CAPN5 -0.405
TSSC1 0.0711
PHLDA2 0.3321
TST 0.1658
TSTA3 0.5355
TTC1 0.2747
DNAJC7 0.0818
TTC3 -0.4108
TTC4 0.112
C5 0.4607
TTF1 0.4607
TTK 0.1179
TTN 0.178
TTPA 0.2758
TUB -0.1712
TTR 0.0525
LOC727677 0.5355
LINC00163 -0.3747
TUBA4A 0.0894
SNORD116-19 -0.2709
LOC727710 -0.0714
ROCK1P1 0.2739
TUBA3C 0.1041
RNF208 0.4791
FAM75A3 0.4434
GOLGA6L6 -0.3573
RGPD8 0.0822
BHLHA9 0.3247
LOC727896 0.2739
MUC5B -0.1455
TLCD2 0.3247
LOC727915 -0.2501
LOC727924 -2.5664
GXYLT2 -0.3999
SDHAP2 0.6866
HEATR7A 0.5355
LOC727982 0.0753
C5AR1 0.0658
TUBB2A -0.4041
LOC728012 0.1179
LOC728024 -0.411
CT47A10 0.0479
SSR4P1 -0.3747
LOC728040 -0.3711
CT47A9 0.0479
CT47A8 0.0479
CT47A6 0.0479
FAM133DP 0.0602
CT47A5 0.0479
CT47A4 0.0479
LINC00290 -0.3848
CT47A3 0.0479
LOC728084 -0.3863
CT47A2 0.0479
CT47A1 0.0479
ZBTB8B -0.4153
FAM22A -0.402
FAM22D -0.402
TSPY3 -3.1075
LOC728175 -0.3848
LOC728190 -0.402
LINC00460 0.0745
FAM155A 0.0745
LOC728218 -0.402
KRTAP4-8 0.0926
LOC728228 0.4424
TMEM191B 0.6298
PI4KAP1 0.6298
FAM157A 0.6866
MIR143HG 0.1066
CLEC19A 0.3433
KRTAP2-2 0.0926
D2HGDH 0.0849
KRTAP19-8 0.0929
TUBG1 0.0818
GOLGA6L7P -0.2709
KRTAP9-1 0.0926
LOC728323 0.0849
GTF2H2C 0.1163
LOC728342 0.103
DEFA1B 0.3356
LOC728369 -0.3871
LOC728373 -0.3871
LOC728377 0.2279
POTEF 0.0822
LOC728379 -0.3871
USP17L5 -0.3871
LOC728392 0.3247
LOC728393 -0.3871
TSPY4 -3.1075
TUFM 0.3182
LOC728400 -0.3871
TPI1P3 0.1179
TSPY8 -3.1075
AGAP8 -0.446
LOC728405 -0.3871
LOC728407 4.1613
C21orf54 0.0929
GUSBP1 1.0112
LOC728419 -0.3871
LOC728431 0.0605
PPIEL 0.0605
OPN1MW2 0.0555
LOC728463 -0.2478
METTL24 0.1179
DNLZ 0.4791
SERF1B 0.1163
FAM74A3 0.4434
LOC728537 0.1011
LOC728554 0.3392
LOC728558 0.0934
C12orf73 -0.3932
CNTNAP3B 1.4287
CCDC169 0.0909
TUFT1 0.0932
LOC728606 0.0525
SDHAP3 0.9142
LOC728613 0.9142
ASB9P1 -0.2423
CCDC30 0.112
SKP1P2 -0.3905
DHRS4L1 -0.0549
FAM133CP -0.3379
CDK11A -0.3401
LOC728643 -0.3869
HULC -0.4
RPL13AP5 -0.446
SLC35E2B -0.3401
SPANXB1 5e-04
TULP1 -0.3834
LOC728716 -0.3401
ZBED3-AS1 0.103
LOC728724 0.5355
LOC728730 0.0987
LOC728739 -0.3932
LOC728743 -0.4107
ANKRD20A4 0.4454
LOC728752 0.0496
PIN4P1 -0.2471
PABPC1P2 0.178
FRMPD2P1 0.4952
TULP2 0.0658
NSFP1 0.0818
LOC728819 0.085
FAM72D 0.1056
C12orf71 -1.2215
LOC728875 0.1056
FAM182B 0.4155
TULP3 -0.4107
CT45A2 0.0271
NBPF24 0.1056
ZNF736 0.0632
TCEB3CL -1.0198
GPR89C 0.1056
NBPF16 -0.2218
PDZK1P1 0.1056
ZNF705D -2.6278
RPS15AP10 0.112
LOC728978 -0.402
LOC728989 0.1056
C6 1.0112
HIRA 0.6577
LOC729013 -0.1712
LOC729020 0.0934
SLC15A5 -0.3905
LOC729041 0.112
LOC729059 -0.3993
LOC729080 0.1066
OIP5-AS1 -0.2471
FAM198A -0.378
AGAP5 -0.402
BMS1P4 -0.402
TWIST1 0.6456
LOC729121 0.1011
GTF2IRD1P1 0.0128
ANKRD20A8P 0.0602
LOC729176 0.1179
LOC729177 0.1214
STXBP5-AS1 0.1179
TNFSF4 -0.2546
SPACA5B -6.6087
FLJ45513 0.0818
CCR2 -0.378
PRR20B 0.0909
FAHD2CP 0.0602
SFTPA2 -0.402
PRR20C 0.0909
PRR20D 0.0909
PRR20E 0.0909
LOC729264 0.3182
ZNF286B 0.1526
TNFRSF4 -0.3401
OC90 0.5355
CETN4P -0.3832
PLIN4 0.0441
FAM86HP -0.3965
GAGE12J -0.772
TXK -0.3885
GAGE2D -0.772
LOC729420 0.0745
GAGE12C -0.772
GAGE12B -0.772
GAGE12E -0.772
GATSL2 0.0303
